Column 1,Column 2,Metric,Score,Real Correlation,Synthetic Correlation,Real Association,Meets Threshold?
race,gender,ContingencySimilarity,,,,0.054765305575014606,False
race,age,ContingencySimilarity,,,,0.1133919826116589,False
race,time_in_hospital,ContingencySimilarity,,,,0.018207792216967073,False
race,medical_specialty,ContingencySimilarity,,,,0.07301972470553532,False
race,num_lab_procedures,ContingencySimilarity,,,,0.040245724762041565,False
race,num_procedures,ContingencySimilarity,,,,0.02708949314762337,False
race,num_medications,ContingencySimilarity,,,,0.034509026928553406,False
race,primary_diagnosis,ContingencySimilarity,,,,0.04185364128739224,False
race,number_diagnoses,ContingencySimilarity,,,,0.06339902868416648,False
race,max_glu_serum,ContingencySimilarity,,,,0.04207953502554129,False
race,A1Cresult,ContingencySimilarity,,,,0.032953912409193216,False
race,insulin,ContingencySimilarity,,,,0.04073178286030496,False
race,change,ContingencySimilarity,,,,0.02255917255540359,False
race,diabetesMed,ContingencySimilarity,,,,0.02517355215260349,False
race,medicare,ContingencySimilarity,,,,0.1077837228763333,False
race,medicaid,ContingencySimilarity,,,,0.09128789028371748,False
race,had_emergency,ContingencySimilarity,,,,0.055596305483934426,False
race,had_inpatient_days,ContingencySimilarity,,,,0.055423735287267024,False
race,had_outpatient_days,ContingencySimilarity,,,,0.06755059327569907,False
race,readmit_binary,ContingencySimilarity,,,,0.017207354576959186,False
gender,age,ContingencySimilarity,,,,0.040156472515167324,False
gender,time_in_hospital,ContingencySimilarity,,,,0.03225350331688446,False
gender,medical_specialty,ContingencySimilarity,,,,0.03696206129848499,False
gender,num_lab_procedures,ContingencySimilarity,,,,0.022926773313309032,False
gender,num_procedures,ContingencySimilarity,,,,0.04806804084790641,False
gender,num_medications,ContingencySimilarity,,,,0.040722772145032324,False
gender,primary_diagnosis,ContingencySimilarity,,,,0.034812497949480485,False
gender,number_diagnoses,ContingencySimilarity,,,,0.010444323605767653,False
gender,max_glu_serum,ContingencySimilarity,,,,0.0028485716490317904,False
gender,A1Cresult,ContingencySimilarity,,,,0.019566109619586464,False
gender,insulin,ContingencySimilarity,,,,0.006899722327549784,False
gender,change,ContingencySimilarity,,,,0.014887131702291159,False
gender,diabetesMed,ContingencySimilarity,,,,0.01789815536521273,False
gender,medicare,ContingencySimilarity,,,,0.027091420996809185,False
gender,medicaid,ContingencySimilarity,,,,0.05293764994447204,False
gender,had_emergency,ContingencySimilarity,,,,0.03389493526248566,False
gender,had_inpatient_days,ContingencySimilarity,,,,0.011805573929013595,False
gender,had_outpatient_days,ContingencySimilarity,,,,0.011576822597419984,False
gender,readmit_binary,ContingencySimilarity,,,,0.00367406567808396,False
age,time_in_hospital,ContingencySimilarity,,,,0.07706098085850292,False
age,medical_specialty,ContingencySimilarity,,,,0.07095636461862216,False
age,num_lab_procedures,ContingencySimilarity,,,,0.034642276207469326,False
age,num_procedures,ContingencySimilarity,,,,0.059778176124905345,False
age,num_medications,ContingencySimilarity,,,,0.1017922104725097,False
age,primary_diagnosis,ContingencySimilarity,,,,0.19513351083133262,False
age,number_diagnoses,ContingencySimilarity,,,,0.2256554746536969,False
age,max_glu_serum,ContingencySimilarity,,,,0.030330296344538023,False
age,A1Cresult,ContingencySimilarity,,,,0.11066590576096956,False
age,insulin,ContingencySimilarity,,,,0.07158196519069686,False
age,change,ContingencySimilarity,,,,0.028417735476519733,False
age,diabetesMed,ContingencySimilarity,,,,0.0182242584546877,False
age,medicare,ContingencySimilarity,0.9630799999999999,,,0.3214795542773511,True
age,medicaid,ContingencySimilarity,,,,0.1360403496155584,False
age,had_emergency,ContingencySimilarity,,,,0.06239653927740119,False
age,had_inpatient_days,ContingencySimilarity,,,,0.025655364385350814,False
age,had_outpatient_days,ContingencySimilarity,,,,0.03078833988247424,False
age,readmit_binary,ContingencySimilarity,,,,0.02564244294203329,False
time_in_hospital,medical_specialty,ContingencySimilarity,,,,0.04707654110547486,False
time_in_hospital,num_lab_procedures,CorrelationSimilarity,,0.316693234704607,,,False
time_in_hospital,num_procedures,ContingencySimilarity,,,,0.09456694606973605,False
time_in_hospital,num_medications,CorrelationSimilarity,,0.46662510215998054,,,False
time_in_hospital,primary_diagnosis,ContingencySimilarity,,,,0.0457637259849971,False
time_in_hospital,number_diagnoses,CorrelationSimilarity,,0.22039956361757693,,,False
time_in_hospital,max_glu_serum,ContingencySimilarity,,,,0.03339444701309294,False
time_in_hospital,A1Cresult,ContingencySimilarity,,,,0.04181193274504482,False
time_in_hospital,insulin,ContingencySimilarity,,,,0.07822398468988276,False
time_in_hospital,change,ContingencySimilarity,,,,0.11520198090001639,False
time_in_hospital,diabetesMed,ContingencySimilarity,,,,0.07069384457189958,False
time_in_hospital,medicare,ContingencySimilarity,,,,0.044440521266959944,False
time_in_hospital,medicaid,ContingencySimilarity,,,,0.009468776264382413,False
time_in_hospital,had_emergency,ContingencySimilarity,,,,0.015504917340583357,False
time_in_hospital,had_inpatient_days,ContingencySimilarity,,,,0.08916056306027074,False
time_in_hospital,had_outpatient_days,ContingencySimilarity,,,,0.029905696486578367,False
time_in_hospital,readmit_binary,ContingencySimilarity,,,,0.05417084001578436,False
medical_specialty,num_lab_procedures,ContingencySimilarity,,,,0.09934688309680745,False
medical_specialty,num_procedures,ContingencySimilarity,,,,0.13569894974282412,False
medical_specialty,num_medications,ContingencySimilarity,,,,0.06568353755149038,False
medical_specialty,primary_diagnosis,ContingencySimilarity,,,,0.1285598702026373,False
medical_specialty,number_diagnoses,ContingencySimilarity,,,,0.1030832136949227,False
medical_specialty,max_glu_serum,ContingencySimilarity,,,,0.07190590998315266,False
medical_specialty,A1Cresult,ContingencySimilarity,,,,0.04816254051893728,False
medical_specialty,insulin,ContingencySimilarity,,,,0.08780741294557469,False
medical_specialty,change,ContingencySimilarity,,,,0.08113551989761222,False
medical_specialty,diabetesMed,ContingencySimilarity,,,,0.041966108723999786,False
medical_specialty,medicare,ContingencySimilarity,,,,0.1195583674743266,False
medical_specialty,medicaid,ContingencySimilarity,,,,0.06145769872338919,False
medical_specialty,had_emergency,ContingencySimilarity,,,,0.08769942601559506,False
medical_specialty,had_inpatient_days,ContingencySimilarity,,,,0.043033885588061115,False
medical_specialty,had_outpatient_days,ContingencySimilarity,,,,0.11238118046142523,False
medical_specialty,readmit_binary,ContingencySimilarity,,,,0.027158322240467266,False
num_lab_procedures,num_procedures,ContingencySimilarity,,,,0.052391826128081846,False
num_lab_procedures,num_medications,CorrelationSimilarity,,0.2673286917944201,,,False
num_lab_procedures,primary_diagnosis,ContingencySimilarity,,,,0.072856252884137,False
num_lab_procedures,number_diagnoses,CorrelationSimilarity,,0.15081142342345916,,,False
num_lab_procedures,max_glu_serum,ContingencySimilarity,,,,0.24621711084400225,False
num_lab_procedures,A1Cresult,ContingencySimilarity,,,,0.15064594488551217,False
num_lab_procedures,insulin,ContingencySimilarity,,,,0.07226717074680115,False
num_lab_procedures,change,ContingencySimilarity,,,,0.07195109555642726,False
num_lab_procedures,diabetesMed,ContingencySimilarity,,,,0.0451109442015471,False
num_lab_procedures,medicare,ContingencySimilarity,,,,0.049788934906301124,False
num_lab_procedures,medicaid,ContingencySimilarity,,,,0.026661282440990357,False
